message;severity;node;stamp;location
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim3.sim";"1695139863.869479665";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim1.sim";"1695139863.858757512";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim2.sim";"1695139863.858503506";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim3.sim";"1695139863.854028310";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim2.sim";"1695139863.842712379";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim1.sim";"1695139863.842002031";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim3.sim";"1695139863.838448576";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim2.sim";"1695139863.827135910";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim1.sim";"1695139863.826455740";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim3.sim";"1695139863.821846488";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim2.sim";"1695139863.810463135";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim1.sim";"1695139863.809958970";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim3.sim";"1695139863.806325769";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim2.sim";"1695139863.794133285";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim1.sim";"1695139863.793592710";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim3.sim";"1695139863.789927565";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim2.sim";"1695139863.778854699";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim1.sim";"1695139863.778280537";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim3.sim";"1695139863.773547889";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim2.sim";"1695139863.762575740";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim1.sim";"1695139863.761821923";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim3.sim";"1695139863.758174758";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim2.sim";"1695139863.747074650";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim1.sim";"1695139863.746347568";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim3.sim";"1695139863.741711202";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim1.sim";"1695139863.730699153";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim2.sim";"1695139863.730298468";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim3.sim";"1695139863.726118832";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim2.sim";"1695139863.714659099";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim1.sim";"1695139863.714117324";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim3.sim";"1695139863.709484005";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim1.sim";"1695139863.698527186";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim2.sim";"1695139863.698144091";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim3.sim";"1695139863.694034704";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim2.sim";"1695139863.682736875";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim1.sim";"1695139863.682086953";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim3.sim";"1695139863.677623498";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim2.sim";"1695139863.666471272";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim1.sim";"1695139863.665665828";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim3.sim";"1695139863.662170643";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim1.sim";"1695139863.650211861";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim2.sim";"1695139863.650153050";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim3.sim";"1695139863.645693282";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim2.sim";"1695139863.634747734";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim1.sim";"1695139863.634654827";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim3.sim";"1695139863.630193556";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim2.sim";"1695139863.618136169";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim1.sim";"1695139863.617989917";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim3.sim";"1695139863.613497871";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim2.sim";"1695139863.602522916";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim1.sim";"1695139863.602370145";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim3.sim";"1695139863.597984075";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim2.sim";"1695139863.586035354";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim1.sim";"1695139863.585820930";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim3.sim";"1695139863.581540882";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim2.sim";"1695139863.570612676";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim1.sim";"1695139863.570380684";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim3.sim";"1695139863.566095082";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim2.sim";"1695139863.554230854";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim1.sim";"1695139863.553951036";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim3.sim";"1695139863.549662197";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim2.sim";"1695139863.538793066";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim1.sim";"1695139863.538595570";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim3.sim";"1695139863.534198907";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim2.sim";"1695139863.522316680";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim1.sim";"1695139863.522061820";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim3.sim";"1695139863.517665106";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim2.sim";"1695139863.506712856";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim1.sim";"1695139863.506451344";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim3.sim";"1695139863.502015138";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim2.sim";"1695139863.491050514";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim1.sim";"1695139863.489836638";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim3.sim";"1695139863.486321135";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim2.sim";"1695139863.474413543";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim1.sim";"1695139863.474265997";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim3.sim";"1695139863.469683037";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim2.sim";"1695139863.458821305";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim1.sim";"1695139863.458627956";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim3.sim";"1695139863.454081838";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim2.sim";"1695139863.443093119";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim1.sim";"1695139863.442027903";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim3.sim";"1695139863.438498669";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim2.sim";"1695139863.426494951";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim1.sim";"1695139863.426447115";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim3.sim";"1695139863.421785643";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim2.sim";"1695139863.410853793";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim1.sim";"1695139863.409862178";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim3.sim";"1695139863.406214987";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim1.sim";"1695139863.394224625";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim2.sim";"1695139863.394228727";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim3.sim";"1695139863.390451499";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim2.sim";"1695139863.378666846";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim1.sim";"1695139863.378585462";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim3.sim";"1695139863.373851917";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim2.sim";"1695139863.363058821";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim1.sim";"1695139863.361904273";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim3.sim";"1695139863.358260932";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim2.sim";"1695139863.346610310";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim1.sim";"1695139863.346323532";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim3.sim";"1695139863.341724519";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim2.sim";"1695139863.330215663";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim1.sim";"1695139863.329817459";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim3.sim";"1695139863.326290537";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim2.sim";"1695139863.314680707";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim1.sim";"1695139863.314105184";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim3.sim";"1695139863.309822364";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim2.sim";"1695139863.299083731";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim1.sim";"1695139863.298467457";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim3.sim";"1695139863.294177195";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim2.sim";"1695139863.282652352";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim1.sim";"1695139863.281976448";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim3.sim";"1695139863.277750657";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim1.sim";"1695139863.266514547";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim2.sim";"1695139863.266377776";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim3.sim";"1695139863.262288882";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim2.sim";"1695139863.250955179";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim1.sim";"1695139863.250021001";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim3.sim";"1695139863.245805584";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim1.sim";"1695139863.234449729";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim2.sim";"1695139863.234467767";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim3.sim";"1695139863.230340923";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim2.sim";"1695139863.218914279";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim1.sim";"1695139863.217904536";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim3.sim";"1695139863.213853751";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim2.sim";"1695139863.202511474";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim1.sim";"1695139863.202364507";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim3.sim";"1695139863.197368486";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim2.sim";"1695139863.186112828";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim1.sim";"1695139863.185770629";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim3.sim";"1695139863.181975312";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim2.sim";"1695139863.170673848";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim1.sim";"1695139863.170149298";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim3.sim";"1695139863.165455812";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim1.sim";"1695139863.154367175";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim2.sim";"1695139863.154151470";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim3.sim";"1695139863.150002834";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim1.sim";"1695139863.138654440";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim2.sim";"1695139863.138519908";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim3.sim";"1695139863.133628957";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim1.sim";"1695139863.122154161";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim2.sim";"1695139863.122088597";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim3.sim";"1695139863.118179151";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim1.sim";"1695139863.106616720";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim2.sim";"1695139863.106572018";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim3.sim";"1695139863.101760151";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim2.sim";"1695139863.090111831";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim1.sim";"1695139863.090070046";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim3.sim";"1695139863.086233620";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim2.sim";"1695139863.074671865";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim1.sim";"1695139863.074507688";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim3.sim";"1695139863.069722177";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim2.sim";"1695139863.059051981";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim1.sim";"1695139863.057967354";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim3.sim";"1695139863.054192725";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim1.sim";"1695139863.042294829";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim2.sim";"1695139863.042300657";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim3.sim";"1695139863.037608648";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim1.sim";"1695139863.026675086";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim2.sim";"1695139863.026676223";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim3.sim";"1695139863.022160221";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim2.sim";"1695139863.011049177";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim1.sim";"1695139863.010132763";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim3.sim";"1695139863.005802824";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim2.sim";"1695139862.994602996";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim1.sim";"1695139862.993844501";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim3.sim";"1695139862.989372581";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim1.sim";"1695139862.978505265";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim2.sim";"1695139862.978286573";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim3.sim";"1695139862.973981850";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim2.sim";"1695139862.962668836";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim1.sim";"1695139862.961877149";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim3.sim";"1695139862.957435935";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim2.sim";"1695139862.947061615";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim1.sim";"1695139862.946255004";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim3.sim";"1695139862.941860930";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim1.sim";"1695139862.930585144";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim2.sim";"1695139862.930436499";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim3.sim";"1695139862.926285321";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.027680, y=-0.016057])";"30";"turtlesim2.sim";"1695139862.914838995";"./src/turtle.cpp:update:260"
